Player,Age,League,Position,Team,Birth country,Non-penalty goals per 90,npxG per 90,"Successful dribbles, %","Goal conversion, %",Touches in box per 90,"Accurate short / medium passes, %",Passes per 90,Shot assists per 90,xA per 90,Assists per 90,Second assists per 90,Third assists per 90,Progressive passes per 90,Progressive runs per 90,"Duels won, %",pAdj Tkl+Int per 90,Successful defensive actions per 90,PAdj Sliding tackles,"Defensive duels won, %",Fouls per 90,Cards per 90,Shots blocked per 90,PAdj Interceptions,"Aerial duels won, %","Accurate long passes, %","1st, 2nd, 3rd assists",Conceded goals per 90,Prevented goals per 90,Shots against per 90,"Save rate, %",Exits per 90,Passes,"Long Pass
Cmp %","% of Passes
Being Short","% of Passes
Being Lateral","Received
Passes",Goals prevented %,"Accurate passes, %",Shots per 90,"Accurate crosses, %",Smart passes per 90,xA per Shot Assist,Accelerations per 90,Aerial duels won per 90,Fouls suffered per 90,npxG per shot,Crosses per 90,pos_group,league_clean
F. Herman Nouble,34,English National League 25-26,CF,Gateshead,England,0.4598930481283422,0.2299465240641711,0.3101604278074866,0.7967914438502673,0.4625668449197861,0.3475935828877005,0.4545454545454545,0.1524064171122994,0.053475935828877,0.5053475935828877,0.7433155080213903,0.8582887700534759,0.3957219251336898,0.1925133689839572,0.3315508021390374,0.0508021390374331,0.0401069518716577,0.1470588235294117,0.4919786096256685,0.4385026737967914,0.4786096256684492,0.427807486631016,0.0775401069518716,0.8181818181818182,0.8021390374331551,0.7192513368983957,0.4973262032085561,0.5026737967914439,0.7727272727272727,0.7058823529411765,0.5026737967914439,0.4545454545454545,0.8021390374331551,0.5026737967914439,0.4064171122994652,0.4117647058823529,0.5026737967914439,0.4919786096256685,0.0909090909090909,0.1711229946524064,0.7486631016042781,0.053475935828877,0.1443850267379679,0.8342245989304813,0.6256684491978609,0.6203208556149733,0.1844919786096256,Attacker,National League
V. Oliver,34,English National League 25-26,CF,Hartlepool United,England,0.9946524064171124,0.6149732620320856,0.0240641711229946,0.9946524064171124,0.1283422459893048,0.1283422459893048,0.106951871657754,0.3315508021390374,0.0160427807486631,0.1925133689839572,0.3128342245989304,0.3663101604278075,0.0454545454545454,0.1096256684491978,0.1631016042780748,0.2406417112299465,0.0481283422459893,0.7540106951871658,0.8877005347593583,0.4197860962566845,0.8903743315508021,0.9197860962566844,0.213903743315508,0.7005347593582888,0.9732620320855616,0.1176470588235294,0.4973262032085561,0.5026737967914439,0.8502673796791445,0.4759358288770053,0.5026737967914439,0.106951871657754,0.9732620320855616,0.5026737967914439,0.9946524064171124,0.0748663101604278,0.5026737967914439,0.3796791443850267,0.2352941176470588,0.053475935828877,0.2433155080213903,0.0160427807486631,0.1443850267379679,0.9037433155080212,0.0401069518716577,0.8716577540106952,0.0748663101604278,Attacker,National League
D. Newton,34,English National League 25-26,"CF, AMF, LWF",Brackley Town,England,0.0748663101604278,0.5775401069518716,0.7112299465240641,0.0721925133689839,0.4518716577540106,0.0962566844919786,0.3475935828877005,0.053475935828877,0.2834224598930481,0.7834224598930482,0.8021390374331551,0.3663101604278075,0.5561497326203209,0.2085561497326203,0.1229946524064171,0.6818181818181818,0.5989304812834224,0.5454545454545454,0.0588235294117647,0.053475935828877,0.0588235294117647,0.9197860962566844,0.7192513368983957,0.4224598930481283,0.1497326203208556,0.8128342245989305,0.4973262032085561,0.5026737967914439,0.4652406417112299,0.1336898395721925,0.5026737967914439,0.3475935828877005,0.1497326203208556,0.5026737967914439,0.8128342245989305,0.1925133689839572,0.5026737967914439,0.0695187165775401,0.5481283422459893,0.7192513368983957,0.2433155080213903,0.9893048128342246,0.6925133689839572,0.8716577540106952,0.1844919786096256,0.5401069518716578,0.7058823529411765,Attacker,National League
L. John-Lewis,36,English National League 25-26,CF,Boston United,England,0.8502673796791443,0.6737967914438503,0.8422459893048129,0.9037433155080212,0.8877005347593583,0.1497326203208556,0.427807486631016,0.3850267379679144,0.1764705882352941,0.4224598930481283,0.3128342245989304,0.7994652406417112,0.1764705882352941,0.1256684491978609,0.4331550802139037,0.6390374331550802,0.3770053475935829,0.4064171122994652,0.2192513368983957,0.1764705882352941,0.6711229946524064,0.3502673796791444,0.6951871657754011,0.8609625668449198,0.820855614973262,0.3850267379679144,0.4973262032085561,0.5026737967914439,0.8689839572192514,0.9144385026737968,0.5026737967914439,0.427807486631016,0.820855614973262,0.5026737967914439,0.8074866310160428,0.2245989304812834,0.5026737967914439,0.3636363636363636,0.5053475935828877,0.1978609625668449,0.5427807486631016,0.1176470588235294,0.1443850267379679,0.9572192513368984,0.8716577540106952,0.6737967914438503,0.1042780748663101,Attacker,National League
J. Henry,36,English National League 25-26,"AMF, LCMF3, RWF",Aldershot Town,England,0.6310160427807486,0.7379679144385026,0.5133689839572193,0.4759358288770053,0.7540106951871658,0.8663101604278075,0.8663101604278075,0.9732620320855616,0.8449197860962567,0.983957219251337,0.3128342245989304,0.3663101604278075,0.8181818181818182,0.2566844919786096,0.8770053475935828,0.4090909090909091,0.4010695187165775,0.1470588235294117,0.6256684491978609,0.7058823529411764,0.6711229946524064,0.1470588235294117,0.4786096256684492,0.997326203208556,0.6310160427807486,0.9090909090909092,0.4973262032085561,0.5026737967914439,0.5641711229946524,0.2941176470588235,0.5026737967914439,0.8663101604278075,0.6310160427807486,0.5026737967914439,0.4385026737967914,0.8716577540106952,0.5026737967914439,0.7540106951871658,0.9090909090909092,0.7727272727272727,0.9385026737967914,0.2727272727272727,0.1443850267379679,0.5828877005347594,0.088235294117647,0.3957219251336898,0.8155080213903744,Attacker,National League
J. Akinde,36,English National League 25-26,CF,Braintree Town,England,0.2513368983957219,0.5187165775401069,0.7754010695187166,0.2406417112299465,0.7272727272727273,0.2459893048128342,0.2566844919786096,0.3689839572192513,0.4786096256684492,0.4224598930481283,0.6737967914438503,0.3663101604278075,0.1443850267379679,0.4411764705882353,0.7754010695187166,0.2834224598930481,0.1711229946524064,0.6711229946524064,0.1925133689839572,0.1016042780748662,0.1764705882352941,0.8983957219251337,0.2620320855614973,0.9197860962566844,0.0588235294117647,0.3850267379679144,0.4973262032085561,0.5026737967914439,0.5026737967914439,0.8128342245989305,0.5026737967914439,0.2566844919786096,0.0588235294117647,0.5026737967914439,0.8663101604278075,0.1443850267379679,0.5026737967914439,0.3422459893048128,0.3262032085561497,0.3368983957219251,0.2433155080213903,0.6524064171122995,0.3823529411764705,0.9197860962566844,0.6818181818181818,0.6844919786096256,0.3770053475935829,Attacker,National League
I. Henderson,41,English National League 25-26,CF,Rochdale,England,0.946524064171123,0.8342245989304813,0.0240641711229946,0.9331550802139036,0.6363636363636364,0.8877005347593583,0.2780748663101604,0.232620320855615,0.427807486631016,0.96524064171123,0.3128342245989304,0.3663101604278075,0.3128342245989304,0.1176470588235294,0.0213903743315508,0.2219251336898395,0.0267379679144385,0.1470588235294117,0.0427807486631016,0.7406417112299466,0.8903743315508021,0.6871657754010695,0.2727272727272727,0.786096256684492,0.9358288770053476,0.8502673796791443,0.4973262032085561,0.5026737967914439,0.8796791443850267,0.9090909090909092,0.5026737967914439,0.2780748663101604,0.9358288770053476,0.5026737967914439,0.2299465240641711,0.481283422459893,0.5026737967914439,0.983957219251337,0.6657754010695187,0.9358288770053476,0.7700534759358288,0.7754010695187166,0.1443850267379679,0.5133689839572193,0.0668449197860962,0.8502673796791443,0.0802139037433155,Attacker,National League
C. Bell,18,English National League 25-26,"LCMF, LDMF, AMF",Sutton United,England,0.9694656488549618,0.4885496183206106,0.1450381679389313,0.9770992366412212,0.3091603053435114,0.1374045801526717,0.7175572519083969,0.3969465648854962,0.183206106870229,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.8778625954198473,0.7938931297709924,0.2519083969465648,0.7175572519083969,0.5954198473282443,0.916030534351145,0.7862595419847328,0.0687022900763358,0.0534351145038167,0.3167938931297709,0.5114503816793893,0.2709923664122137,0.4122137404580153,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.2900763358778626,0.2748091603053435,0.5038167938931297,0.7175572519083969,0.4122137404580153,0.5038167938931297,0.9083969465648856,0.6259541984732825,0.5038167938931297,0.1603053435114503,0.5916030534351145,0.1145038167938931,0.9618320610687024,0.099236641221374,0.1450381679389313,0.4503816793893129,0.6641221374045801,0.3435114503816794,0.5343511450381679,Midfielder,National League
F. Hubbard,19,English National League 25-26,"AMF, CF, LCMF3",Braintree Town,England,0.1984732824427481,0.1145038167938931,0.1984732824427481,0.1870229007633587,0.4885496183206106,0.2213740458015267,0.1603053435114503,0.9541984732824428,0.8396946564885496,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.2442748091603053,0.2977099236641221,0.1984732824427481,0.1068702290076335,0.4541984732824427,0.8854961832061069,0.900763358778626,0.3320610687022901,0.9083969465648856,0.0572519083969465,0.0229007633587786,0.0190839694656488,0.0916030534351145,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.2748091603053435,0.5114503816793893,0.5038167938931297,0.1603053435114503,0.0916030534351145,0.5038167938931297,0.099236641221374,0.2290076335877862,0.5038167938931297,0.2671755725190839,0.3587786259541984,0.6106870229007634,0.9694656488549618,0.4885496183206106,0.1450381679389313,0.0381679389312977,0.816793893129771,0.0381679389312977,0.6526717557251909,Midfielder,National League
C. Deeming,19,English National League 25-26,"RCMF3, RCMF, AMF",Truro City,England,0.9351145038167938,0.6717557251908397,0.3053435114503817,0.9770992366412212,0.7938931297709924,0.1908396946564885,0.1068702290076335,0.1335877862595419,0.3206106870229007,0.9541984732824428,0.2748091603053435,0.3282442748091603,0.1603053435114503,0.5267175572519084,0.2442748091603053,0.1221374045801526,0.5801526717557252,0.816793893129771,0.5152671755725191,0.5572519083969465,0.9083969465648856,0.5992366412213741,0.0381679389312977,0.416030534351145,0.9770992366412212,0.8320610687022901,0.4961832061068703,0.5038167938931297,0.0229007633587786,0.0687022900763358,0.5038167938931297,0.1068702290076335,0.9770992366412212,0.5038167938931297,0.6564885496183206,0.0687022900763358,0.5038167938931297,0.1717557251908397,0.5610687022900763,0.7900763358778626,0.2137404580152671,0.8664122137404581,0.816793893129771,0.732824427480916,0.6259541984732825,0.7709923664122137,0.9236641221374046,Midfielder,National League
A. Massey,19,English National League 25-26,"RCMF, DMF, RCMF3",Wealdstone,England,0.9045801526717556,0.2748091603053435,0.916030534351145,0.9122137404580152,0.4351145038167939,0.9694656488549618,0.8396946564885496,0.683206106870229,0.8129770992366412,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.4083969465648855,0.7862595419847328,0.916030534351145,0.8473282442748091,0.4351145038167939,0.9694656488549618,0.6259541984732825,0.6374045801526718,0.6603053435114503,0.2595419847328244,0.6412213740458015,0.1526717557251908,0.900763358778626,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.1603053435114504,0.5954198473282443,0.5038167938931297,0.8396946564885496,0.900763358778626,0.5038167938931297,0.0076335877862595,0.8702290076335878,0.5038167938931297,0.931297709923664,0.6297709923664122,0.2519083969465648,0.2137404580152671,0.8931297709923665,0.5305343511450382,0.1297709923664122,0.9694656488549618,0.1068702290076335,0.4961832061068702,Midfielder,National League
I. Moore,19,English National League 25-26,"LDMF, RDMF, RCMF",Solihull Moors,England,0.7900763358778626,0.5648854961832062,0.5954198473282443,0.8129770992366412,0.5572519083969466,0.2290076335877862,0.099236641221374,0.5343511450381679,0.5687022900763359,0.9083969465648856,0.2748091603053435,0.3282442748091603,0.183206106870229,0.4847328244274809,0.5954198473282443,0.931297709923664,0.8702290076335878,0.8015267175572519,0.2519083969465648,0.0458015267175572,0.232824427480916,0.916030534351145,0.916030534351145,0.9083969465648856,0.5229007633587787,0.7557251908396947,0.4961832061068703,0.5038167938931297,0.3091603053435114,0.648854961832061,0.5038167938931297,0.099236641221374,0.5229007633587787,0.5038167938931297,0.8396946564885496,0.1068702290076335,0.5038167938931297,0.2824427480916031,0.4465648854961832,0.0458015267175572,0.2137404580152671,0.5992366412213741,0.5725190839694656,0.7404580152671756,0.9389312977099236,0.648854961832061,0.3129770992366412,Midfielder,National League
R. Coyle,19,English National League 25-26,"RCMF3, LW, RB",Boston United,England,0.1984732824427481,0.1908396946564885,0.0648854961832061,0.1870229007633587,0.0801526717557251,0.1984732824427481,0.3740458015267175,0.1641221374045801,0.0916030534351145,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.8854961832061069,0.1221374045801526,0.5877862595419847,0.6641221374045801,0.8931297709923665,0.6679389312977099,0.5648854961832062,0.2519083969465648,0.0,0.7061068702290076,0.6717557251908397,0.6908396946564885,0.0458015267175572,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.6984732824427481,0.0381679389312977,0.5038167938931297,0.3740458015267175,0.0458015267175572,0.5038167938931297,0.7862595419847328,0.4045801526717557,0.5038167938931297,0.0381679389312977,0.2175572519083969,0.3473282442748092,0.2137404580152671,0.0916030534351145,0.1450381679389313,0.6030534351145038,0.3206106870229007,0.2977099236641221,0.9465648854961832,Midfielder,National League
J. Home,20,English National League 25-26,"LDMF, DMF, RDMF",Gateshead,England,0.1984732824427481,0.2213740458015267,0.2137404580152671,0.1870229007633587,0.2900763358778626,0.7404580152671756,0.5954198473282443,0.2213740458015267,0.0916030534351145,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.4580152671755725,0.1793893129770992,0.5229007633587787,0.099236641221374,0.2061068702290076,0.3549618320610687,0.5419847328244275,0.2442748091603053,0.2824427480916031,0.5229007633587787,0.1068702290076335,0.6145038167938931,0.1526717557251908,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.7786259541984732,0.7099236641221374,0.5038167938931297,0.5954198473282443,0.1526717557251908,0.5038167938931297,0.0839694656488549,0.7862595419847328,0.5038167938931297,0.7251908396946565,0.1793893129770992,0.6106870229007634,0.6564885496183206,0.0763358778625954,0.6641221374045801,0.183206106870229,0.2977099236641221,0.3511450381679389,0.1297709923664122,Midfielder,National League
K. Jennings,20,English National League 25-26,"RDMF, LDMF, AMF",Sutton United,England,0.9923664122137404,0.8702290076335878,0.1526717557251908,0.8931297709923665,0.7862595419847328,0.7480916030534351,0.8320610687022901,0.7709923664122137,0.7748091603053435,0.583969465648855,0.7061068702290076,0.3282442748091603,0.3816793893129771,0.3702290076335878,0.7404580152671756,0.7633587786259542,0.7480916030534351,0.3282442748091603,0.5267175572519084,0.3625954198473282,0.6870229007633588,0.7366412213740458,0.8473282442748091,0.9694656488549618,0.7633587786259542,0.5114503816793893,0.4961832061068703,0.5038167938931297,0.1984732824427481,0.931297709923664,0.5038167938931297,0.8320610687022901,0.7633587786259542,0.5038167938931297,0.1221374045801526,0.8320610687022901,0.5038167938931297,0.8549618320610687,0.8549618320610687,0.7709923664122137,0.2137404580152671,0.7404580152671756,0.5038167938931297,0.6259541984732825,0.2900763358778626,0.8015267175572519,0.4618320610687023,Midfielder,National League
C. Nwoko,20,English National League 25-26,"LDMF, LCMF, LCMF3",Forest Green Rovers,England,0.6374045801526718,0.7938931297709924,0.2557251908396946,0.583969465648855,0.7099236641221374,0.6335877862595419,0.6946564885496184,0.5572519083969466,0.183206106870229,0.683206106870229,0.2748091603053435,0.3282442748091603,0.648854961832061,0.9694656488549618,0.4351145038167939,0.2595419847328244,0.2519083969465648,0.0534351145038167,0.6068702290076335,0.6908396946564885,0.4580152671755725,0.4427480916030534,0.3435114503816794,0.099236641221374,1.0,0.4198473282442748,0.4961832061068703,0.5038167938931297,0.2099236641221373,0.7480916030534351,0.5038167938931297,0.6946564885496184,1.0,0.5038167938931297,0.7404580152671756,0.7175572519083969,0.5038167938931297,0.7862595419847328,0.5916030534351145,0.1679389312977099,0.8244274809160306,0.0687022900763358,0.9732824427480916,0.1374045801526717,0.7633587786259542,0.8625954198473282,0.6641221374045801,Midfielder,National League
K. Rai,20,English National League 25-26,"AMF, CF, RAMF",Aldershot Town,Wales,0.1984732824427481,0.5267175572519084,0.9274809160305344,0.1870229007633587,0.8740458015267175,0.1145038167938931,0.2824427480916031,0.3282442748091603,0.2671755725190839,0.2099236641221374,0.2748091603053435,0.9694656488549618,0.2519083969465648,0.816793893129771,0.1145038167938931,0.4351145038167939,0.5038167938931297,0.2671755725190839,0.2900763358778626,0.866412213740458,0.5572519083969465,0.366412213740458,0.4885496183206106,0.0687022900763358,0.0916030534351145,0.6450381679389313,0.4961832061068703,0.5038167938931297,0.0687022900763358,0.366412213740458,0.5038167938931297,0.2824427480916031,0.0916030534351145,0.5038167938931297,0.183206106870229,0.2595419847328244,0.5038167938931297,0.0916030534351145,0.7938931297709924,0.2519083969465648,0.7595419847328244,0.2061068702290076,0.6183206106870229,0.1603053435114503,0.2137404580152671,0.2366412213740458,0.9389312977099236,Midfielder,National League
H. Whitwell,20,English National League 25-26,"AMF, LDMF, RCMF",Forest Green Rovers,England,0.6374045801526718,0.7633587786259542,0.3740458015267175,0.5,0.7557251908396947,0.2366412213740458,0.5572519083969466,0.7595419847328244,0.5114503816793893,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.7175572519083969,0.9923664122137404,0.4045801526717557,0.5343511450381679,0.7022900763358778,0.5992366412213741,0.9083969465648856,0.3625954198473282,0.3206106870229007,0.416030534351145,0.5877862595419847,0.3358778625954198,0.5954198473282443,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.0458015267175572,0.5801526717557252,0.5038167938931297,0.5572519083969466,0.5954198473282443,0.5038167938931297,0.7175572519083969,0.5801526717557252,0.5038167938931297,0.3511450381679389,0.7633587786259542,0.3473282442748092,0.6564885496183206,0.2290076335877862,0.8740458015267175,0.3740458015267175,0.931297709923664,0.6870229007633588,0.7290076335877863,Midfielder,National League
H. Dudziak,20,English National League 25-26,"LCMF, RCMF",Braintree Town,England,0.1984732824427481,0.1068702290076335,0.7824427480916031,0.1870229007633587,0.366412213740458,0.3358778625954198,0.5343511450381679,0.4122137404580153,0.3931297709923664,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.2900763358778626,0.4694656488549618,0.549618320610687,0.9923664122137404,1.0,0.8549618320610687,0.5725190839694656,0.1641221374045801,0.9083969465648856,0.9923664122137404,0.9923664122137404,0.5267175572519084,0.3587786259541984,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.7366412213740459,0.6335877862595419,0.5038167938931297,0.5343511450381679,0.3587786259541984,0.5038167938931297,0.5954198473282443,0.4122137404580153,0.5038167938931297,0.4732824427480916,0.4961832061068702,0.0458015267175572,0.9847328244274808,0.3893129770992366,0.6870229007633588,0.9083969465648856,0.7900763358778626,0.0305343511450381,0.0610687022900763,Midfielder,National League
M. Jolliffe,20,English National League 25-26,"LCMF, RCMF, RWB",Yeovil Town,England,0.1984732824427481,0.0687022900763358,0.7824427480916031,0.1870229007633587,0.015267175572519,0.2900763358778626,0.5190839694656488,0.0458015267175572,0.0305343511450381,0.2099236641221374,0.950381679389313,0.3282442748091603,0.6183206106870229,0.3473282442748092,0.6717557251908397,0.7709923664122137,0.9847328244274808,0.9770992366412212,0.2290076335877862,0.0,0.5877862595419847,0.3396946564885496,0.5572519083969466,0.6297709923664122,0.3740458015267175,0.6030534351145038,0.4961832061068703,0.5038167938931297,0.816793893129771,0.465648854961832,0.5038167938931297,0.5190839694656488,0.3740458015267175,0.5038167938931297,0.648854961832061,0.5954198473282443,0.5038167938931297,0.3282442748091603,0.0916030534351145,0.0458015267175572,0.2137404580152671,0.0305343511450381,0.9541984732824428,0.6335877862595419,0.0572519083969465,0.1221374045801526,0.2022900763358778,Midfielder,National League
J. Burger,21,English National League 25-26,"LCMF3, RWF, LWF",Rochdale,England,0.1984732824427481,0.7557251908396947,0.7480916030534351,0.1870229007633587,0.9694656488549618,0.931297709923664,0.2022900763358778,0.8320610687022901,0.5687022900763359,0.7557251908396947,0.8549618320610687,0.3282442748091603,0.1679389312977099,0.9236641221374046,0.4122137404580153,0.015267175572519,0.0916030534351145,0.3396946564885496,0.7099236641221374,0.5190839694656488,0.9083969465648856,0.0572519083969465,0.015267175572519,0.0610687022900763,0.7099236641221374,0.7748091603053435,0.4961832061068703,0.5038167938931297,0.1221374045801526,0.9618320610687024,0.5038167938931297,0.2022900763358778,0.7099236641221374,0.5038167938931297,0.1603053435114503,0.3893129770992366,0.5038167938931297,0.9770992366412212,0.6564885496183206,0.9198473282442748,0.2137404580152671,0.2366412213740458,0.7557251908396947,0.0534351145038167,1.0,0.7557251908396947,0.4083969465648855,Midfielder,National League
C. Johnson,21,English National League 25-26,"RDMF, LDMF, DMF",Halifax Town,England,0.6908396946564885,0.3740458015267175,0.3931297709923664,0.7709923664122137,0.0534351145038167,0.8778625954198473,0.8854961832061069,0.1946564885496183,0.183206106870229,0.2099236641221374,0.5763358778625954,0.3282442748091603,0.7862595419847328,0.8854961832061069,0.8549618320610687,0.7862595419847328,0.916030534351145,0.7595419847328244,0.6717557251908397,0.4312977099236641,0.2824427480916031,0.5229007633587787,0.8091603053435115,0.9465648854961832,0.8320610687022901,0.232824427480916,0.4961832061068703,0.5038167938931297,0.6450381679389313,0.8091603053435115,0.5038167938931297,0.8854961832061069,0.8320610687022901,0.5038167938931297,0.3816793893129771,0.8473282442748091,0.5038167938931297,0.9045801526717556,0.3435114503816794,0.7900763358778626,0.4503816793893129,0.183206106870229,0.8625954198473282,0.4198473282442748,0.2595419847328244,0.4045801526717557,0.0877862595419847,Midfielder,National League
O. Hampson,21,English National League 25-26,"AMF, LAMF, CF",Boston United,England,0.1984732824427481,0.7709923664122137,0.8854961832061069,0.1870229007633587,0.9083969465648856,0.0229007633587786,0.2137404580152671,0.8015267175572519,0.9122137404580152,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.1526717557251908,0.6106870229007634,0.1221374045801526,0.1526717557251908,0.900763358778626,0.3931297709923664,0.1755725190839694,0.0152671755725191,0.0076335877862595,0.0572519083969465,0.1526717557251908,0.0534351145038167,0.9465648854961832,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.0954198473282442,0.6564885496183206,0.5038167938931297,0.2137404580152671,0.9465648854961832,0.5038167938931297,0.5725190839694656,0.2442748091603053,0.5038167938931297,0.0610687022900763,0.7862595419847328,0.7022900763358778,0.2137404580152671,0.8778625954198473,0.1450381679389313,0.3587786259541984,0.5076335877862596,0.6946564885496184,0.7022900763358778,Midfielder,National League
F. Maguire,22,English National League 25-26,"AMF, CF, LWF",Boston United,England,0.5648854961832062,0.8396946564885496,0.6679389312977099,0.4503816793893129,0.9770992366412212,0.1603053435114503,0.1297709923664122,0.9389312977099236,0.9389312977099236,0.965648854961832,0.9083969465648856,0.3282442748091603,0.1145038167938931,0.7404580152671756,0.1908396946564885,0.2290076335877862,0.2137404580152671,0.0534351145038167,0.5801526717557252,0.4770992366412213,0.6221374045801527,0.1641221374045801,0.3206106870229007,0.1641221374045801,0.5343511450381679,0.9618320610687024,0.4961832061068703,0.5038167938931297,0.0076335877862595,0.0763358778625954,0.5038167938931297,0.1297709923664122,0.5343511450381679,0.5038167938931297,0.7709923664122137,0.2137404580152671,0.5038167938931297,0.0687022900763358,0.9923664122137404,0.183206106870229,0.916030534351145,0.7175572519083969,0.8282442748091603,0.4274809160305343,0.8549618320610687,0.3206106870229007,0.9541984732824428,Midfielder,National League
H. Bunker,22,English National League 25-26,"DMF, RDMF, LDMF",Forest Green Rovers,England,0.7633587786259542,0.6564885496183206,0.5610687022900763,0.7900763358778626,0.3931297709923664,0.7633587786259542,0.9770992366412212,0.1183206106870229,0.183206106870229,0.2099236641221374,0.7061068702290076,0.3282442748091603,0.9923664122137404,0.6412213740458015,0.8702290076335878,0.9618320610687024,0.8206106870229007,0.5343511450381679,0.8206106870229007,0.381679389312977,0.3358778625954198,0.9427480916030534,0.9694656488549618,0.8091603053435115,0.7099236641221374,0.3282442748091603,0.4961832061068703,0.5038167938931297,0.8282442748091603,0.3587786259541984,0.5038167938931297,0.9770992366412212,0.7099236641221374,0.5038167938931297,0.6870229007633588,0.8931297709923665,0.5038167938931297,0.6793893129770993,0.7442748091603053,0.3282442748091603,0.2137404580152671,0.3396946564885496,0.4122137404580153,0.900763358778626,0.015267175572519,0.5725190839694656,0.4618320610687023,Midfielder,National League
A. Waruih,22,English National League 25-26,"LCMF3, LDMF, RCMF",Eastleigh,England,0.1984732824427481,0.1984732824427481,0.8854961832061069,0.1870229007633587,0.0648854961832061,0.3129770992366412,0.0610687022900763,0.0801526717557251,0.183206106870229,0.2099236641221374,0.2748091603053435,0.3282442748091603,0.0305343511450381,0.2175572519083969,0.549618320610687,0.366412213740458,0.8206106870229007,0.2977099236641221,0.9923664122137404,0.7786259541984732,0.9083969465648856,0.6526717557251909,0.4274809160305343,0.1412213740458015,0.0648854961832061,0.1145038167938931,0.4961832061068703,0.5038167938931297,0.366412213740458,0.6946564885496184,0.5038167938931297,0.0610687022900763,0.0648854961832061,0.5038167938931297,0.366412213740458,0.0839694656488549,0.5038167938931297,0.4083969465648855,0.0458015267175572,0.3282442748091603,0.2137404580152671,0.5076335877862596,0.8549618320610687,0.3129770992366412,0.7442748091603053,0.9236641221374046,0.3358778625954198,Midfielder,National League
O. Coker,22,English National League 25-26,"RCMF3, RCMF, LCMF3",Southend United,England,0.5648854961832062,0.8091603053435115,0.7824427480916031,0.3778625954198473,0.7175572519083969,0.732824427480916,0.7251908396946565,0.8129770992366412,0.6030534351145038,0.9083969465648856,0.7557251908396947,0.9618320610687024,0.4961832061068702,0.7709923664122137,0.3740458015267175,0.4274809160305343,0.3969465648854962,0.6450381679389313,0.8549618320610687,0.7061068702290076,0.9083969465648856,0.4809160305343511,0.3816793893129771,0.0458015267175572,0.4770992366412214,0.9770992366412212,0.4961832061068703,0.5038167938931297,0.5419847328244275,0.6717557251908397,0.5038167938931297,0.7251908396946565,0.4770992366412214,0.5038167938931297,0.3358778625954198,0.7480916030534351,0.5038167938931297,0.7557251908396947,0.9465648854961832,0.6106870229007634,0.2137404580152671,0.3129770992366412,0.7366412213740458,0.0458015267175572,0.4312977099236641,0.3282442748091603,0.5954198473282443,Midfielder,National League
O. Tipton,22,English National League 25-26,"LCMF, DMF, LDMF",Solihull Moors,England,0.1984732824427481,0.015267175572519,0.9923664122137404,0.1870229007633587,0.148854961832061,0.7022900763358778,0.6412213740458015,0.1946564885496183,0.183206106870229,0.6259541984732825,0.2748091603053435,0.3282442748091603,0.6793893129770993,0.0916030534351145,0.2977099236641221,0.4122137404580153,0.4770992366412214,0.2366412213740458,0.2595419847328244,0.5076335877862596,0.4122137404580153,0.9847328244274808,0.5114503816793893,0.4427480916030534,0.9236641221374046,0.3702290076335878,0.4961832061068703,0.5038167938931297,0.9770992366412212,0.4580152671755725,0.5038167938931297,0.6412213740458015,0.9236641221374046,0.5038167938931297,0.3053435114503817,0.6564885496183206,0.5038167938931297,0.7633587786259542,0.1068702290076335,0.9427480916030534,0.2137404580152671,0.183206106870229,0.1450381679389313,0.4732824427480916,0.0229007633587786,0.015267175572519,0.1145038167938931,Midfielder,National League
W. Hugill,22,English National League 25-26,"RDMF, AMF, LDMF",Halifax Town,England,0.5229007633587787,0.8320610687022901,0.8320610687022901,0.4580152671755725,0.6412213740458015,0.9236641221374046,0.3511450381679389,0.2824427480916031,0.3931297709923664,0.4427480916030534,0.2748091603053435,0.6984732824427481,0.1984732824427481,0.8091603053435115,0.6946564885496184,0.1984732824427481,0.4351145038167939,0.4847328244274809,0.8931297709923665,0.8931297709923665,0.5,0.416030534351145,0.1908396946564885,0.2290076335877862,0.232824427480916,0.3282442748091603,0.4961832061068703,0.5038167938931297,0.4045801526717557,0.6793893129770993,0.5038167938931297,0.3511450381679389,0.232824427480916,0.5038167938931297,0.2366412213740458,0.3206106870229007,0.5038167938931297,0.8702290076335878,0.6145038167938931,0.6335877862595419,0.5687022900763359,0.6259541984732825,1.0,0.3511450381679389,0.7251908396946565,0.900763358778626,0.583969465648855,Midfielder,National League
